title,label,content
蔡英文論文門最新判決 總統府回應了！更向彭文正喊話,0,李奕緯／綜合報導媒體人彭文正提告總統蔡英文「確認博士論文不存在」，台北地院更一審上月勘驗，蔡英文律師交出一疊「散裝、無皮」黃紙，彭文正質疑這只是論文草稿，不是論文，法官23日仍宣判：「原告之訴駁回。」總統府晚間做出回應。蔡英文論文門宣判。（圖／中天新聞）總統府23日表示：「關於媒體詢問台北地方法院今（23）日更一審宣判，駁回彭文正先生『確認博士論文不存在』之民事起訴，總統府發言人張惇涵回應表示，總統府尊重司法判決；並期盼社會各界以校方的正確資訊為事實基礎，浪費社會資源的不實討論則應適可而止。」台北地院行政庭長周玉琦23日發布判決理由新聞稿：「蔡英文取得博士學位歷程與卷內提出證據均相符；LSE於1984年2月8日寄發正式通知書，記載論文題目、專業領域及通過博士學位考試、頒發LSE博士學位；倫敦大學、LSE、ICO均一致表明蔡英文2014年2月經兩位口試委員審查論文後，頒發LSE博士學位。」判決理由稱：「系爭論文經本院當庭勘驗，尤其外觀紙張呈現泛黃陳舊歲月的痕跡，應為年代久遠之舊物，雖依其散裝形式，與正式論文應為釘裝成冊之樣式不符，難認該論文為蔡英文提交校方審核之正式合格論文，惟可認被告為其1983年製作系爭論文之原稿，應屬可信。」判決理由強調：「蔡英文雖未能提出1983/1984年間合格通過倫敦大學LSE審核之系爭論文以消除爭議，惟被告確有獲頒倫敦大學LSE博士學位，縱LSE、總圖SHL、高等IALS等圖書館現均未有收藏系爭論文，此屬圖書館保存問題，要無從以此推論蔡英文有無交付系爭論文。」
曾遭台南涉貪經發局長提告誹謗 謝龍介：惡人先告狀,0,記者黃彥昇／綜合報導台南市政府經發局長陳凱凌涉及利用職務上機會詐取財物罪，22日凌晨檢察官複訊後，將他當庭逮捕向法院聲請羈押。為此，台南市議員謝龍介在臉書以「惡人先告狀」為題發文表示，從事公眾事務，財跟色一定要引以為戒，陳凱凌的下場，就是教訓。謝龍介曾具狀告發陳凱凌，卻被反控誹謗。（圖／翻攝自謝龍介臉書）謝龍介曾在市議會多次質詢陳凱凌，更曾具狀向台南地檢署告發陳凱凌4大案，但陳凱凌卻到地檢署控告謝龍介誹謗。謝龍介表示，從事公眾事務，財跟色一定要引以為戒，陳凱凌的下場，就是教訓。也呼籲黃偉哲市長，不要再推說什麼都不知道，出事了以為切割就能解決，陳凱凌案爆發，也許是對你最後的警告了。謝龍介強調，別忘了還有我具狀檢舉的靈骨塔案，黃偉哲親手比「1」索賄千萬元，也是人證、物證、事證俱在，「不是不報，時候未到」。 
綠委劉世芳特助違規遭攔還嗆警！美女準議員想學卻秒悟：沒有黨證不能做,0,實習記者苗斯堯／綜合報導民進黨立委助理遭爆施壓基層警察！一名林姓女子20日騎車行經高雄市大順路口時，不遵守義交指揮，又未依號誌行駛，直接紅燈右轉遭女警攔下，結果該名女子竟嗆聲自己是立委助理，事後還要求女警寫報告。如今該名女子經證實是民進黨立委劉世芳的特助，國民黨準高雄市議員白喬茵就開酸，「沒有黨證，不能這麼做」。國民黨準高雄市議員白喬茵（左）。立委劉世芳林姓女特助（灰衣紅圈者）今參與會勘。（圖／白喬茵臉書、翻攝畫面）白喬茵23日發文開酸，「紅燈右轉遇到警察開你單，你可以這麼做：1.要求基層員警寫檢討報告、2.安排會勘再罵一次員警」，此時白喬茵話鋒一轉，「阿不對，你沒有黨證，不能這麼做」，逗得網友在底下留言，「綠能，大家都不能」、「綠色是被原諒的顏色」、「希望不久的將來白議員能把劉立委給汰換掉！」、「力挺女警！」、「全黨正在檢討，還有空耍官威，還真閒」。針對此事，高雄市三民二分局發布新聞稿指出，經查本分局員警當（20）日於大順、河堤路口執行輕軌交通崗勤務，上午8時許見林姓女騎士未依義交指揮停車仍紅燈右轉，遂上前攔停並告知駕駚違規事項，當場開立舉發單，過程中林姓民眾對於違規路口及任職單位提出質問，執勤員警皆如實回答，確認紅燈右轉，勤務過程中，員警口氣平和。三民二分局表示，經調查陳姓警員依法開單，且現場有義交見證，分局亦從未要求陳員打檢討報告，僅由陳原還原當天執勤經過，且陳員平時表現優異、工作認真，從未遭民眾檢舉服務態度不佳。 
快訊／台南市遭控黑金大爆發！黃偉哲「59秒影片」回應了！,0,李奕緯／綜合報導台南市接連爆發88槍擊案、爐渣案起訴、光電弊案、議長選舉紛爭、經發局長陳凱凌涉貪遭羈押、議員遭恐嚇等爭議，民進黨副秘書長林飛帆、立委陳亭妃都喊話。黃偉哲23日臉書PO影片回應：「願意從台南市開始檢討起。」黃偉哲（圖／中天新聞）黃偉哲臉書23日PO出59秒自錄影片表示：「有3件事要鄭重跟大家報告：第一，針對九合一選舉，黨內表現得不夠好是事實，如同賴副總統和陳代理主席所說，所有黨公職，包括我在內都有責任，我也願意從台南市開始檢討起。」黃偉哲再表示：「第二，關於經發局陳前局長的涉案部分，我們全力支持檢警調的辦案，對於台南市政府的局處首長，我已要求必須簽署廉政公約，自我約束、也讓全民監督。」黃偉哲並表示：「第三點，針對台南市議長的選舉糾紛，我已請警方務必加強保護每一位議員的人身安全，不容許任何威脅、恐嚇的行為。支持檢調偵辦、勿枉勿縱，我們也會更努力，重拾民眾信任。」
梁文傑稱敗選是綠營同溫層太厚 網友怒：還在檢討選民？,0,記者黃彥昇／綜合報導連任失利的民進黨議員梁文傑22日表示，綠營同溫層太厚、選舉有些「懶惰」，例如沒看到陳時中背後的仇恨值，讓選戰出現許多盲點，最終導致九合一慘敗。但PTT網友卻對梁文傑的發言不以為然，表示「還在檢討選民？」梁文傑認為民進黨敗選是因為「同溫層太厚」，這一發言卻引起PTT網友砲轟。（圖／翻攝自PTT）梁文傑昨（22）日接受《新聞不芹菜》專訪，表示民進黨敗選後很多檢討沒意義，更有人藉檢討來鬥爭，更直言民進黨「同溫層太厚」，本以為疫情沒影響經濟，也搞不懂前衛福部長陳時中哪來這麼多仇恨值，還認為對指揮中心的批評不合理，他不覺得民眾真心認為民進黨靠疫苗賺錢，或刻意阻擋BNT，而是民眾感覺疫苗分配不均，又受防疫控管心生不滿，最終導致選舉慘敗。但PTT網友卻不認同梁文傑的說法，紛紛表示「現在還在檢討選民？」、「一拜票就被嗆，不是看不到是瞎」、「自己都敗選了還要檢討別人？」、「還在講沒有做不好就知道還在同溫層」、「到現在你還在防疫沒有不好，難怪你落選」。
高虹安市長室正妹主任被爆是「民進黨年改暗樁」 他怒轟：踩著老人身軀往上爬,0,實習記者苗斯堯／綜合報導準新竹市長高虹安22日公布第二波小內閣名單，其中市長室主任由年僅29歲的正妹褚映汝擔任，結果全國公務人員協會前理事長李來希23日發文踢爆，褚映汝是當年民進黨特別籌組年金改革委員會，要追殺軍公教人員的委員；李來希更痛批她是踩著老人的身軀往上爬，才換來市長室主任的職缺，大嘆「午夜夢迴，良心能安嗎？」全國公務人員協會前理事長李來希23日就發文踢爆，褚映汝是當年民進黨特別籌組年金改革委員會，要追殺軍公教人員的委員。（圖／截自國家年金改革委員會）李來希23日在臉書以「年紀輕輕就出賣靈魂與魔鬼交易？」為題發文，表示看到褚映汝的名字及照片後，真是驚為天人，因為這個小女子他可是認得，而且印象深刻。李來希提到，當初民進黨要追殺軍公教人員，為製造公平、公開與公正的假象，特別籌組年金改革委員會，原本設計35位委員，後來增加為37位，還嫌不足，再增加到39位，而這39位委員當中多的是民進黨安排的打手或暗樁，其中一位正是褚映汝。不過褚映汝一開始並不在名單內，李來希解釋，當時陳建仁（前副總統）與林萬億（現任政務委員）安排一位自由時報記者何世昌當暗樁，偽稱自己是學生代表，結果被他踢爆，隨即退出年改會，並補上這位所謂的青年才俊（指褚映汝），「連什麼是退休金與年金都搞不清，費率多寡也不知道，臨時受命上陣，每次都帶著林萬億或幕後黑手遞給的小抄照本宣科，有時唸都唸不好，上場口齒結巴兩手發抖，抖到掉小抄無以為繼」。李來希開酸褚映汝，「這位小姐工作多元，跨越藍綠白，時而為教授服務，時而受僱於國民黨，時而委身民進黨，現在跨越藍綠來到了民眾黨，黨性堅強可不是一般年輕人可以比擬，現在終於修成正果了，年紀輕輕就可以擔任市長室主任，不容易啊！」李來希文末大嘆，「踩著老人的身軀往上爬，傷害了無以計數的老人身家性命，換來這個看似光彩的職缺，年紀輕輕就可以領著幾十萬基層公務人員與教師一輩子無法達到的薪資待遇，午夜夢迴，良心能安嗎？造成社會紛擾動盪不安換來的榮華富貴，值得嗎？用自己的靈魂與魔鬼交易，終將被魔鬼反噬，我們睜大雙眼等著看！」 新竹市長辦公室主任將由褚映汝擔任。（圖／高虹安辦公室提供）事實上，現年29歲的褚映汝畢業自國立政治大學政治學系、國立政治大學東亞研究所碩士班，曾任立法委員吳志揚辦公室助理、並於電通行銷傳播集團旗下的凱絡媒體任職，擁有國會及企業歷練，也曾任總統府國家年金改革委員會委員、臺灣北部大專院校學生自治聯合協會（北學聯）理事長、教育部青年發展署青年諮詢小組委員、國立政治大學學生會會長。
【影】快訊/蔡英文論文門宣判了！法官說出這一句 彭文正律師超怒,0,李奕緯／台北報導媒體人彭文正提告總統蔡英文「確認博士論文不存在」，台北地院更一審上月勘驗，蔡英文律師交出一疊「散裝、無皮」黃紙，彭文正質疑這只是論文草稿，不是論文，法官23日仍宣判：「原告之訴駁回。」彭文正委任律師張靜當場爆出怒吼。蔡英文始終只拿出論文草稿，沒有拿出正本。（圖／中天新聞）全案源於彭文正2019年開始追查蔡英文倫敦政經學院（LSE）博士學位及論文疑雲，迫使蔡英文在2019年9月透過總統府記者會公開「論文原稿」澄清，甚至罕見地以總統之尊提告妨害名譽罪，台北地檢署黑金組檢察官黃偉2021年3月起訴彭文正，彭文正在美國因疫情無法回台受審，台北地院法官姚念慈2021年11月發布通緝，外交部今年10月將彭文正中華民國護照註銷。彭文正「確認蔡英文博士論文不存在」民事訴訟2019年12月提出，但台北地院法官張詠惠未經開庭，在2020年1月總統大選結束確定蔡英文連任後4天，直接判決彭文正敗訴，理由是「單純事實問題，並非法律關係，不得作為確認之訴標的」，高等法院隨後以「未盡闡明義務」撤銷發回，北院更審卻又分案給張詠惠，彭文正提起行政訴訟要求重新分案，並要求張詠惠法官迴避，均遭駁回。北院更一審2022年恢復審理，6月首開庭時，彭文正委任律師張靜、李震華質疑3天前才收到緊急通知，且被禁止當庭提出書狀，疑似企圖不經調查證據就突襲式結案？憤而離席退庭。10月律師團再出招，主張論文門是社會矚目案件，應分為「矚訴字」案由3位法官承審，而不是僅由張詠惠1人承審，雖遭北院火速駁回，但李震華發現張詠惠為了在11月29日、30日密集開庭，請求人力支援的內部簽呈寫明「特殊重大矚目案件開庭時間通知單」，形同自打臉。論文門宣判（圖／中天新聞）11月29日開庭時，蔡英文委任連元龍庭呈2019年才補發的蔡英文博士學位證書，強調蔡英文已繳交論文、通過口試，學校才會頒發學位證書，此外蔡英文回國時獲政治大學聘任，代表博士論文已經過政大審查，而且在國家圖書館、LSE都有保存蔡英文博士論文。但彭文正駁斥，蔡英文提一卡車間接證據，就是拿不出論文原本，蔡英文受政大聘任是特殊關係，相關檔案被教育部封存30年，而所謂保存在國圖、LSE的論文，都是2019年才送過去的！法官這時問連元龍到底有沒有1984年保存下來的論文原本？連元龍表示：「有！明天可以攜帶過來！」後續連元龍發言時卻見拿著麥克風的手劇烈顫抖。11月30日開庭進行蔡英文論文勘驗，連元龍顫抖著手庭呈一個破舊紙質黑色硬盒，裡面裝著厚厚一疊、散裝成一頁一頁的泛黃紙張，強調是蔡英文30年前以打字機撰寫的論文原稿。彭文正、張靜、李震華立即質疑，這一疊「散裝、無皮」黃紙就是2019年總統府記者會上拿出來過的，這是論文的草稿，不是論文，一本真正的論文不可能散裝、無皮、沒有裝訂。連元龍卻大聲駁斥：「已經送給別人的東西，自己手上會有嗎！」甚至飆出髒話「他媽的」。勘驗結束後，張詠惠隨即趕著進入最後言詞辯論，彭文正及律師要求傳喚證人均未獲置理，全案強行辯論終結，讓張靜暴怒拍桌痛罵：「混蛋！」近百名旁庭民眾也紛紛破口大罵：「恐龍！」現場幾乎失控暴動，全案仍定在今天12月23日下午5點宣判。
【影】蔡英文論文門勝訴「不給理由」？張靜怒吼 童文薰痛批：散裝草稿怎認定為論文,0,李奕緯／綜合報導媒體人彭文正提告總統蔡英文「確認博士論文不存在」，台北地院更一審上月勘驗，蔡英文律師交出一疊「散裝、無皮」黃紙，彭文正質疑這只是論文草稿，不是論文，法官仍強行結案，今（23）日宣判：「原告之訴駁回。」張靜（圖／中天新聞）彭文正委任律師張靜及數十位民眾23日前往旁聽，法官張詠惠5點現身法庭，僅說一句：「原告之訴駁回。」張靜爆出怒吼，高喊張詠惠姓名，問判決的理由是什麼，民眾也跟著鼓譟，但法官張詠惠不予理會，逕自退庭離去。張靜接受中天節目《論文門開箱》主持人何橞蓉訪問，自承又罵了法官「混蛋」，痛批：「太腐敗了！」律師童文薰也受訪強調：「連散裝的草稿都可以認定為論文，什麼樣離譜的判決都可能會有。」
黃偉哲小內閣布局被打亂？傳涉貪局長獲郭再欽支持 想直取副市長,0,記者陳冠甫／綜合報導（13:18發稿　17:16補充南市府回應）台南市政府經發局長陳凱凌涉嫌貪汙，23日被台南地院法官裁定羈押禁見，外傳也打亂市長黃偉哲的小內閣佈局。有媒體報導，陳凱凌在民進黨前中執委郭再欽力挺下「求官」擔任副市長，但遭黃偉哲幕僚反對，並未成真。市府發言人田玲瑚表示，內閣小組尋覓過程中，不曾為陳凱凌做任何職務之安排；而人事發布作業，絕無受到外部事件干預。黃偉哲（圖）強調，陳凱凌遭檢調偵辦，絕對沒有影響新人事公布。（ 資料照／翻攝黃偉哲臉書 ）《菱傳媒》報導，有綠營人士透露：「陳凱凌在這波小內閣名單，佔有舉足輕重的角色。」報導指出，傳聞陳凱凌可能任職的職缺有副市長、有給職市政顧問、環保局長等，背後安排動機都與民進黨前中執委郭再欽的爐碴、光電案有關。但黃偉哲否認相關傳言，他說，不可能1天內找到接任經發局長人選，他說，早在12月中旬即已展開徵詢；陳凱凌先前就表達想回學校，因為繼任人選還沒有確定，所以採取比較嚴謹的作法。黃偉哲強調，陳凱凌遭檢調偵辦，絕對沒有影響新人事公布。報導表示，有市府某一級主管告訴藍營議員「陳凱凌將平調環保局長」。據傳，他與郭再欽有交情，又同住一棟大樓，台南市府想利用他軟硬兼施的交際手腕，處理爐碴這塊燙手山芋；藍營議員補充，陳凱凌接環保局長是救火隊性質，若黃偉哲找到適當人選接環保局長，仍會安排陳擔任副市長。
【影】劉世芳女助理耍特權？紅燈右轉還嗆警、發函會勘 警方說話了！,0,李奕緯／綜合報導民進黨立委劉世芳的林姓女助理，20日騎機車載著小孩行經高雄市大順路口，無視義交制止，紅燈違規右轉河堤路，遭員警攔下開罰單，林女竟嗆聲自己是立委助理，高雄市三民二警分局事後被叫去會勘，警方23日說明全案。劉世芳女特助（灰衣紅圈者）23日參與會勘（圖／翻攝畫面）高雄市警局三民二分局說明，員警20日在大順路口舉發林女，「過程中，林女對違規路口及任職單位提出質疑，員警皆如實回答，確認紅燈右轉。勤務過程中，員警口氣平和，調查後依法開單，現場有義交見證。本分局從未要求員警上交檢討報告，僅由員警還原當天值勤經過，員警平時表現優異、工作認真，從未遭民眾檢舉服務態度不佳。」媒體提問，員警20日舉發林女，警局23日被叫去路口會同交通局、捷運局會勘，是被為難？警方表示，23日是交通局會同分局常態性會勘，大順路段實施輕軌工程，且路口比較複雜，因此進行實地會勘。義交受訪時則指出，事發當時紅燈，他拿指揮棒擋車，一個小姐騎著一台機車載了一個小女孩，「紅燈的時候繞過我的前面右轉，員警過來跟她講話，好像有一點點爭執…員警給她開單的時候，她有說她是什麼助理…」，媒體問林女跟員警誰比較兇？義交答稱：「小姐比較兇啊！」
諷蔡政府知錯不能改 馬英九提「6年5次大停電」酸：美花美花瞞天下,0,文／周刊王中華民國核能學會今（23）日召開第32屆第3次會員大會，前總統馬英九指出，台灣缺的是知錯能改的政府，更把歌曲「梅花」中「梅花梅花滿天下」改為「美花美花瞞天下」，諷刺經濟部長王美花。前總統馬英九把歌曲「梅花」中「梅花梅花滿天下」改為「美花美花瞞天下」，諷刺經濟部長王美花。（合成圖／取自馬英九臉書、中天新聞YT）馬英九指出，台灣不缺技術、資金與人才，但缺乏的是知錯能改的政府，既然政府不能知錯能改，那就只有換政府才能救台灣，否則台灣會一步步的沉淪。民進黨政府反核能是全世界先進國家都不會犯的錯誤。馬英九表示，台灣6年來發生了5次大停電，為台灣帶來嚴重的影響。過去核電曾被打入冷宮，但如今機會已出現，核能界出現小型模組化反應器（SMR），歐盟現在也把核電視為綠能，所以應該好好推動。而我國核能政策原地踏步，自己在總統任內十分重視能源問題，除了舉辦能源之旅也邀請部會首長以及媒體高層了解能源現況，即使卸任後也一樣關心這類議題，但近6年來有5次大停電嚴重的影響台灣。馬英九指出，今年行政院提出2050淨零路徑，但是卻排除核能，民進黨政府就是因意識型態做祟而無視台灣電網的脆弱以及忽略台灣供電不穩。現在以核養綠及以核減碳已經是全球的共識，否則2050淨零將是天方夜譚。馬英九表示，民進黨政府把2025年再生能源配比達到20%當作重要政策，但經濟部長王美花已公開承認2025年再生能源發電量只能占到15.27%。如果在2025年連達成再生能源20%都做不到，憑什麼要在2050年達到淨零？全球的看法都已經轉變，以核養綠及以核減碳已經是全球共識。尤其今年2月24日開打的俄烏戰爭顯示能源已經是戰略武器，與國家安全息息相關，因此大家須重視能源自主。【更多CTWANT新聞】平安夜封路！水源路橋拆除工程　警籲用路人提早改道台北退休女富商被當「盤子」　5詐團「吃好逗相報」接力騙走6千萬受通膨與升息影響　六都租金5年漲2~3成
討論內閣改組？陳建仁親赴立院拜會范雲 綠委：溝通中研院業務,0,文／中央社前副總統陳建仁22日赴立法院拜會民進黨立委范雲，引發各界關注是否討論內閣改組等議題。范雲今天受訪表示，大家想太多了；民進黨立委管碧玲說，據她了解，應該是跟中研院有關的事情。前副總統陳建仁22日赴立法院拜會民進黨立委范雲，引發各界關注是否討論內閣改組等議題。（圖／取自陳建仁臉書）中央研究院基因體研究中心專門委員王哲超接受中央社記者訪問表示，陳建仁是以中央研究院士身分與中研院主管業務相關人員就立委關心事項，單純就中研院業務與立委做意見交換，沒有任何選舉或政治考量。民進黨立委羅致政受訪表示，據他了解，這是陳建仁跟范雲的個別見面，可能與教文方面的議題有關，不用過度解讀。民進黨九合一選舉挫敗，引發內閣是否改組的討論，而陳建仁被外界視為可能接任閣揆的人選之一，因此昨天他到立法院拜會范雲，格外引人注意。范雲今天接受媒體訪問，昨天是否與陳建仁談到組閣之類的事情；她說，大家可能想太多了，真的不好意思，因為沒有辦法透漏，其實不管做什麼，都是希望國家能夠更好。管碧玲受訪指出，大家都太敏感了，據她所知，是中研院長委請陳建仁來找范雲，應該是范雲關心的中研院事項，來跟范雲溝通。
超狂縣市「師父」最後上班日！副縣長到約聘僱幾乎全留任 徐耀昌大喊要繼續支持鍾東錦,0,要聞中心/綜合報導最新消息！苗栗縣長徐耀昌任內最後一個上班日，改趕完2個行程後，特別向全體縣府團隊同仁辭行，由於即將接任的準縣長鍾東錦已經宣布，從副縣長到約聘雇都留任，更公開表示徐耀昌是他的好師父，所以整個縣長辭行過程並沒有太多感傷，同仁們對徐縣長都相當肯定，徐耀昌也特別謝謝全體縣府同仁8年對縣政的支持，尤其他剛上任時縣府財政非常困難，連薪水都發不出來，到現在他卸任前，財政寬裕許多，希望縣府團隊繼續支持新縣長鍾東錦，將苗栗打造得更好更幸福。苗栗縣長徐耀昌縣府上班最後一天與同仁道別。（中天新聞提供）徐耀昌在縣政府致詞時特別提到，回想8年前他剛接任時，縣府財政非常糟糕，連縣府員工薪水都發不出來，在縣府團隊的共同努力下，縣府度過財政困境，目前縣府償還部分債務，更讓各項工程款項都能按約給付，沒有發生拖延欠費，特別感謝全體團隊的努力和支持，最後徐耀昌不忘拜託全體縣府成員們繼續支持新任縣長鍾東錦。
游淑慧換新髮型 網友驚豔：絕對可挑戰港湖女神,0,記者陳冠甫／綜合報導12月25日是北市議員宣誓就職日，和正、副議長選舉投票日，順利連任與卸任議員紛紛利用就職日前的時間回議會整理或辦公。國民黨台北市議員游淑慧23日在臉書分享，她最近變換髮型，長髮剪去15公分，嘗試短髮。不料，她進去議會時，同仁竟認不出她，還問她「請問你拜訪那位？」有網友則讚美「這個已經可以直接喊戰『港湖女神（高嘉瑜）』了！議座確定不挑戰一下？」游淑慧最近換髮型，不料，她進去議會時，同仁竟認不出她，還問她「請問你拜訪那位？」（ 翻攝游淑慧臉書 ）選後游淑慧大幅改變髮型，由仙氣中長髮改為青春俏麗的精靈短髮。她在臉書曬出新髮型，寫下「心願完成，終於剪了短髮……還看不慣自己，但人永遠要嘗試自我改變，2023要挑戰自我。」她說，走進議會，議會同仁問「請問你拜訪那位？」游淑慧接著說「欸……有差那麼多嗎？」謝謝「強尼老師（設計師）」，她「目測剪掉15公分以上……哇！」貼文一出，馬上吸引超過2千人按讚，也引來國民黨高雄市議員邱于軒留言「短髮年輕又俏麗」；游淑慧也回讚「你也是啊」，其他網友也大讚新髮型「漂亮喔」、「更美了」、「好像大學生」、「這個已經可以直接喊戰『港湖女神（高嘉瑜）』了！議座確定不挑戰一下？」游淑慧不同角度自拍照。（翻攝游淑慧臉書 ） 網友留言。（ 翻攝游淑慧臉書 ）網友留言。（ 翻攝游淑慧臉書 ）
「黑道」介入台南市議長選舉！ 陳亭妃向蔡英文喊話：救救台南,0,張嘉男／綜合報導從88槍槍擊案，引發的台南市議長選舉紛爭，到台南市都發局長陳凱凌涉及光電廠等多起弊案遭羈押禁見，同為台南市出身的立委陳亭妃，今（23日）在臉書發文，求求總統、副總統救救台南，「黑道」介入台南市議長選舉。立委陳亭妃向蔡英文喊話：救救台南（攝自中天新聞）民進黨前中執委郭再欽捲入台南學甲88槍槍擊案，同時也涉及學甲爐碴案被起訴，14日雖然已經宣布辭去中執委的職務，接著又宣布退出民進黨，不過他同時點名郭信良也應該退出議長選舉，對此陳亭妃表示，為什麼他會突然之間講這句話呢？是不是他心繫「誰」的選舉呢？這可能比較重要吧！否則這兩個部分好像牽不上關係，我是覺得這好像有點莫名其妙，所以表示他退出的時候「心繫」某一件事嘛！陳亭妃表示，台南真的有很多問題，從88槍案到爐渣到被起訴，到所謂的光電利益，現在經發局長被收押，一連串問題確實是台南要面對的，局長被收押，媒體傳出這當中有關鍵的通聯記錄，可能有關鍵人物、相關對話，雪球滾到哪不知道，要正視這些問題。攝自陳亭妃臉書陳亭妃也向黃偉哲喊話，市長我們對你有信心，好好整頓一下吧，周邊所有相關的，不能再幫他背書了，繼續背書下去，民進黨會很慘。不過不知道是不是這樣的發言還不夠，陳亭妃隨後在臉書發文，求求總統、副總統救救台南，「黑道」介入台南市議長選舉。 
賴清德認為敗選是因為「這3點」 藍營立委：令人遺憾的半套式改革,0,記者黃彥昇／綜合報導民進黨在九合一大選慘敗，宣布參與民進黨主席補選的副總統賴清德，選擇在新北市三重舉辦第一場政見會，並提出敗選的3點檢討「論文抄襲、黨內黑金、沒有聽見人民的聲音」。然而，國民黨立委賴士葆卻認為，這是很令人遺憾這是半套式的改革，沒有真正的體恤民瘼或體察民之所欲。國民黨立委賴士葆認為，賴清德的改革方向沒有真正體察民之所欲。（資料照／中天新聞）賴士葆昨（22）日在臉書發文表示，民進黨敗選後的檢討荒腔走板，甚至衍生誰敢發聲檢討就被黨內千夫所指圍剿。大家習慣性地享受資源和權力，不習慣自我惕勵省察，全黨上下手指頭都是指向別人，所以嘉義的敗選乃是意料中的事，整個府院黨完全沒有質變。賴士葆接著指出，賴清德在三重起身向民進黨員報告，提綱挈領整理三點敗選原因：論文抄襲、黨內黑金、沒有聽見人民的聲音。這樣可以約略描摹賴清德心中改革的方向，很令人遺憾這是半套式的改革，沒有真正的體恤民瘼或體察民之所欲。賴士葆認為，這幾年，蔡政府把中華民國變成民進黨的附屬單位，以黨領政，所有的施政思維和立基點都是民進黨的意識形態在掌控，抗中保台把全台灣人都當成民進黨員，才會讓很多決策背離民意。例如：非核家園是民進黨的黨綱，蔡英文當選，橫柴入灶廢了核能，帶來能源危機與環境污染，賴清德認同嗎？賴清德是否認同1萬多染疫死亡的民眾當中有很多是肇因於政策失當？賴清德支不支持陽光政策表態支持將被政府封存的蔡英文的論文、疫苗採購過程、陳明通指導1百多篇封存的論文這些全部解封？賴士葆在文末強調，「這是蔡政府藐視民意完全已讀不回的重大議題」。 
林奕華延後上任被批「愚蠢」 他評：藍本有機會4連勝,0,陳定瑜／綜合報導藍委林奕華將出任蔣萬安的台北市副市長，於明年2月上任，因剩餘立委任期不足1年，依法不須再辦立委補選。臉書粉專「逆風的烏鴉」表示延後上任此舉「愚蠢」，若辦理補選，國民黨很有機會4連勝。立委林奕華將出任北市副市長。（資料照，翻攝臉書「立法委員林奕華」）逆風烏鴉指出，林奕華所在的北市第六選區是大安區，這個傳統上藍遠大於綠，國民黨獲勝機率很高。另林奕華已要去當副市長，藉補選進行世代交替，恰如其分。逆風烏鴉補充，民進黨在嘉義市長選舉慘敗，台北市第三選區、南投縣第二選區的立委補選，民進黨的前景也不太妙，國民黨很可能拿下3連勝。加上林奕華的北市第六選區若補選，民進黨很可能4連敗，重挫2024總統大選士氣。「真正該擔心這個選區立委補選的，應該是民進黨而不是國民黨。」逆風烏鴉說，但國民黨竟然把優勢拱手讓出，而且還帶上一個「讓大安區一年沒立委」的惡名，實在讓人想不透這是怎麼算的帳。「我一直在想有沒有比較溫和的形容詞可以形容這樣的操作，可惜想不到。」逆風烏鴉用兩個字形容，「愚蠢」。
還財於民？政府Say No！ 謝金河喊話蔡英文：對人民斤斤計較，恐丟掉政權,0,"張嘉男／綜合報導蔡英文總統22日在臉書發文，承認執政團隊沒有看到經濟數據，與人民實際感受的落差，需要深切檢討。對此財信傳媒董事長謝金河表示，一位企業界重量級人士對他說，今年稅收超徵4500億元，不考慮還財於民，對人民斤斤計較的政府，恐丟掉政權！財信傳媒董事長謝金河表示，若蔡政府針對超徵稅收不還財於民，必定輸掉2024的江山（攝自中天新聞）謝金河在臉書發文，最近在推特上看到署名「民進黨正規軍」的發文，標題叫「制杖」，指出疫情這麼嚴峻，人民的生活過得不好，蔡英文還在說「我存了好多錢，還了很多債，妳覺得人民的感覺會好？怎麼不學敗登？⋯⋯等到失去政權，錢正好留給反對黨⋯⋯最後作者再駡「制杖」！謝金河表示，這些年台灣的經濟數據非常好，那是台灣半導體產業創造出來的美好，但底層社會是苦的，疫情擴散的三年，地方資源更匱乏，今年前11個月，財政部稅收3兆797億元，已經超徵逾4,000億元，有了龐大稅入，如果政府愛民如子，應該學川普，拜登，直接把支票寄到每個人手上。但政府的紓困措施卻經常論斤秤兩，不夠大器，這也是仇恨值增加的原因之一。政府如果懂得把取自大企業的錢，慷慨分享給底層民眾，我相信這個結果會大大不同。財信傳媒董事長謝金河（攝自臉書）謝金河表示，一位企業界重量級人士，很感慨地對他說，他看到財政部長說，今年稅收超徵4500億元，不考慮還財於民，他說這樣的黨選舉大敗是必然的事。他說小英總統如果沒有趕快醒來，並且讓自己變成大老，不要當老大，民進黨必輸掉2024的江山。這句話謝金河也要對未來想逐鹿大位的人說：跟人民斤斤計較的政府，恐怕會丟掉政權！ "
